Recipe Key,recipe_wearable_metal_feet_ironside_ds_t2_rare
Recipe Name,Ironside's Sabatons of Quiet Guard II
Skill,skill_armor_smithing
UnlockAtSkillLevel,0
SkillDifficulty,21
XPMultiplier,6.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1437,1562,1687,20,82
1,4%,1391,1512,1633,20,80
2,4%,1345,1462,1579,20,78
3,4%,1298,1411,1524,20,76
4,4%,1252,1361,1470,20,74
5,4%,1206,1310,1415,20,72
6,4%,1159,1260,1361,20,70
7,4%,1113,1210,1306,20,68
8,4%,1066,1159,1252,21,67
9,4%,1020,1109,1198,22,65
10,4%,974,1058,1143,23,64
11,5%,927,1008,1089,24,77
12,9%,881,958,1034,25,113
13,16%,835,907,980,26,167
14,26%,788,857,925,27,241
15,39%,742,806,871,28,331
16,54%,696,756,816,29,421
17,68%,649,706,762,30,491
18,80%,603,655,708,31,529
19,88%,556,605,653,32,535
20,93%,510,554,599,33,518
21,100%,30,33,36,,33
22,100%,27,29,31,,29
23,100%,23,25,27,,25
24,100%,19,21,23,,21
25,100%,16,17,18,,17
26,100%,12,13,14,,13
27,100%,8,9,10,,9
28,100%,5,5,5,,5
29,100%,1,1,1,,1
30,100%,0,0,0,,0
31+,100%,0,0,0,,0
