Recipe Key,recipe_wearable_metal_chest_warrior_pt_t3_uncommon
Recipe Name,Warrior's Cuirass of Windlash III
Skill,skill_armor_smithing
UnlockAtSkillLevel,12
SkillDifficulty,25
XPMultiplier,3.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
12,4%,881,958,1034,38,75
13,4%,841,914,988,39,74
14,4%,802,871,941,40,73
15,5%,762,828,894,41,83
16,9%,722,785,848,42,112
17,16%,682,742,801,43,155
18,26%,643,698,754,44,213
19,39%,603,655,708,45,283
20,54%,563,612,661,46,351
21,68%,523,569,614,47,403
22,80%,484,526,568,48,429
23,88%,444,482,521,49,430
24,93%,404,439,474,50,412
25,100%,37,40,43,,40
26,100%,34,37,40,,37
27,100%,31,34,37,,34
28,100%,29,31,33,,31
29,100%,26,28,30,,28
30,100%,23,25,27,,25
31,100%,20,22,24,,22
32,100%,17,19,21,,19
33,100%,15,16,17,,16
34,100%,12,13,14,,13
35+,100%,9,10,11,,10
