Recipe Key,recipe_wearable_metal_head_warrior_qr_t3_common
Recipe Name,Warrior's Helm of Second Breath III
Skill,skill_armor_smithing
UnlockAtSkillLevel,13
SkillDifficulty,26
XPMultiplier,2.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,469,510,550,20,40
14,4%,448,487,526,20,39
15,4%,428,465,502,20,38
16,5%,407,442,478,20,43
17,9%,386,420,454,20,58
18,16%,366,398,429,21,81
19,26%,345,375,405,22,113
20,39%,325,353,381,23,152
21,54%,304,330,357,24,189
22,68%,283,308,333,25,218
23,80%,263,286,308,26,233
24,88%,242,263,284,27,234
25,93%,222,241,260,28,226
26,100%,35,38,41,,38
27,100%,31,34,37,,34
28,100%,28,30,32,,30
29,100%,24,26,28,,26
30,100%,20,22,24,,22
31,100%,17,18,19,,18
32,100%,13,14,15,,14
33,100%,9,10,11,,10
34,100%,6,6,6,,6
35,100%,2,2,2,,2
36+,100%,0,0,0,,0
