Recipe Key,recipe_wearable_metal_chest_ironside_t_t4_uncommon
Recipe Name,Ironside's Harnais of Provocation IV
Skill,skill_armor_smithing
UnlockAtSkillLevel,20
SkillDifficulty,35
XPMultiplier,4.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,874,950,1026,20,57
21,4%,839,912,985,20,56
22,4%,804,874,943,20,54
23,4%,768,835,902,20,53
24,4%,733,797,861,20,51
25,5%,698,758,819,21,60
26,9%,662,720,778,22,88
27,16%,627,682,736,23,128
28,26%,592,643,695,24,184
29,39%,556,605,653,25,251
30,54%,521,566,612,26,317
31,68%,486,528,570,27,369
32,80%,450,490,529,28,396
33,88%,415,451,487,29,400
34,93%,380,413,446,30,386
35,100%,43,47,51,,47
36,100%,40,43,46,,43
37,100%,36,39,42,,39
38,100%,32,35,38,,35
39,100%,29,31,33,,31
40,100%,25,27,29,,27
41,100%,21,23,25,,23
42,100%,17,19,21,,19
43,100%,14,15,16,,15
44,100%,10,11,12,,11
45+,100%,6,7,8,,7
