Recipe Key,recipe_wearable_metal_legs_ironside_ps_t3_common
Recipe Name,Ironside's Greaves of Sacred Guard III
Skill,skill_armor_smithing
UnlockAtSkillLevel,10
SkillDifficulty,23
XPMultiplier,2.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
10,4%,592,643,695,35,59
11,4%,565,614,664,36,59
12,4%,539,586,632,37,59
13,5%,512,557,601,38,66
14,9%,486,528,570,39,85
15,16%,459,499,539,40,113
16,26%,433,470,508,41,152
17,39%,406,442,477,42,198
18,54%,380,413,446,43,242
19,68%,353,384,415,44,276
20,80%,327,355,384,45,292
21,88%,300,326,353,46,292
22,93%,274,298,321,47,280
23,100%,35,38,41,,38
24,100%,32,35,38,,35
25,100%,29,32,35,,32
26,100%,27,29,31,,29
27,100%,24,26,28,,26
28,100%,21,23,25,,23
29,100%,18,20,22,,20
30,100%,16,17,18,,17
31,100%,13,14,15,,14
32,100%,10,11,12,,11
33+,100%,7,8,9,,8
