Recipe Key,recipe_wearable_metal_chest_ironside_t_t3_rare
Recipe Name,Ironside's Harnais of Provocation III
Skill,skill_armor_smithing
UnlockAtSkillLevel,0
SkillDifficulty,28
XPMultiplier,8.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,2306,2507,2707,20,119
1,4%,2245,2440,2635,20,117
2,4%,2184,2374,2564,20,114
3,4%,2123,2307,2492,20,111
4,4%,2062,2241,2420,20,109
5,4%,2001,2175,2349,21,107
6,4%,1940,2108,2277,22,105
7,4%,1878,2042,2205,23,104
8,4%,1817,1975,2133,24,102
9,4%,1756,1909,2062,25,100
10,4%,1695,1843,1990,26,99
11,4%,1634,1776,1918,27,97
12,4%,1573,1710,1847,28,95
13,4%,1512,1643,1775,29,94
14,4%,1451,1577,1703,30,92
15,4%,1390,1511,1631,31,90
16,4%,1329,1444,1560,32,88
17,4%,1268,1378,1488,33,87
18,5%,1206,1311,1416,34,102
19,9%,1145,1245,1345,35,149
20,16%,1084,1179,1273,36,218
21,26%,1023,1112,1201,37,315
22,39%,962,1046,1129,38,431
23,54%,901,979,1058,39,546
24,68%,840,913,986,40,635
25,80%,779,847,914,41,683
26,88%,718,780,843,42,690
27,93%,657,714,771,43,667
28,100%,37,40,43,,40
29,100%,33,36,39,,36
30,100%,29,32,35,,32
31,100%,26,28,30,,28
32,100%,22,24,26,,24
33,100%,18,20,22,,20
34,100%,15,16,17,,16
35,100%,11,12,13,,12
36,100%,7,8,9,,8
37,100%,4,4,4,,4
38+,100%,0,0,0,,0
