Recipe Key,recipe_wearable_jewellery_earring_common_13
Recipe Name,Slender Silver Earring
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,25
XPMultiplier,2.56
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,655,712,769,20,48
1,4%,636,691,746,20,47
2,4%,617,671,724,20,46
3,4%,598,650,702,20,45
4,4%,579,630,680,20,44
5,4%,561,609,658,21,45
6,4%,542,589,636,22,45
7,4%,523,568,614,23,45
8,4%,504,548,592,24,45
9,4%,485,527,570,25,45
10,4%,466,507,547,26,45
11,4%,447,486,525,27,45
12,4%,429,466,503,28,46
13,4%,410,445,481,29,46
14,4%,391,425,459,30,46
15,5%,372,404,437,31,51
16,9%,353,384,415,32,65
17,16%,334,364,393,33,86
18,26%,316,343,370,34,114
19,39%,297,323,348,35,147
20,54%,278,302,326,36,179
21,68%,259,282,304,37,204
22,80%,240,261,282,38,216
23,88%,221,241,260,39,216
24,93%,203,220,238,40,207
25,100%,34,37,40,,37
26,100%,30,33,36,,33
27,100%,27,29,31,,29
28,100%,23,25,27,,25
29,100%,19,21,23,,21
30,100%,16,17,18,,17
31,100%,12,13,14,,13
32,100%,8,9,10,,9
33,100%,5,5,5,,5
34,100%,1,1,1,,1
35+,100%,0,0,0,,0
