Recipe Key,recipe_wearable_jewellery_hat_poor_6
Recipe Name,Onyx Headband
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,11
XPMultiplier,3.11
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,481,522,564,20,40
1,5%,458,498,537,20,46
2,9%,435,473,511,20,63
3,16%,412,448,484,20,88
4,26%,389,423,457,20,124
5,39%,366,398,430,20,167
6,54%,343,373,403,20,210
7,68%,320,348,376,20,244
8,80%,298,323,349,21,262
9,88%,275,299,322,22,265
10,93%,252,274,296,23,256
11,100%,21,23,25,,23
12,100%,17,19,21,,19
13,100%,14,15,16,,15
14,100%,10,11,12,,11
15,100%,6,7,8,,7
16,100%,3,3,3,,3
17,100%,0,0,0,,0
18,100%,0,0,0,,0
19,100%,0,0,0,,0
20,100%,0,0,0,,0
21+,100%,0,0,0,,0
