Recipe Key,recipe_item_material_enchanting_powder_exquisite
Recipe Name,Canonite Pearls
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,44
XPMultiplier,5.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1969,2140,2311,20,105
1,4%,1932,2100,2268,20,103
2,4%,1895,2060,2225,20,102
3,4%,1858,2020,2182,21,101
4,4%,1822,1980,2138,22,100
5,4%,1785,1940,2095,23,100
6,4%,1748,1900,2052,24,99
7,4%,1711,1860,2009,25,98
8,4%,1674,1820,1966,26,98
9,4%,1638,1780,1922,27,97
10,4%,1601,1740,1879,28,96
11,4%,1564,1700,1836,29,96
12,4%,1527,1660,1793,30,95
13,4%,1490,1620,1750,31,95
14,4%,1454,1580,1706,32,94
15,4%,1417,1540,1663,33,93
16,4%,1380,1500,1620,34,93
17,4%,1343,1460,1577,35,92
18,4%,1306,1420,1534,36,91
19,4%,1270,1380,1490,37,91
20,4%,1233,1340,1447,38,90
21,4%,1196,1300,1404,39,89
22,4%,1159,1260,1361,40,89
23,4%,1122,1220,1318,41,88
24,4%,1086,1180,1274,42,88
25,4%,1049,1140,1231,43,87
26,4%,1012,1100,1188,44,86
27,4%,975,1060,1145,45,86
28,4%,938,1020,1102,46,85
29,4%,902,980,1058,47,84
30,4%,865,940,1015,48,84
31,4%,828,900,972,49,83
32,4%,791,860,929,50,82
33,4%,754,820,886,50,81
34,5%,718,780,842,50,89
35,9%,681,740,799,50,115
36,16%,644,700,756,50,154
37,26%,607,660,713,50,208
38,39%,570,620,670,50,272
39,54%,534,580,626,50,336
40,68%,497,540,583,50,384
41,80%,460,500,540,50,409
42,88%,423,460,497,50,410
43,93%,386,420,454,50,394
44,100%,52,56,60,,56
45,100%,48,52,56,,52
46,100%,44,48,52,,48
47,100%,40,44,48,,44
48,100%,37,40,43,,40
49,100%,33,36,39,,36
50,100%,29,32,35,,32
51,100%,26,28,30,,28
52,100%,22,24,26,,24
53,100%,18,20,22,,20
54+,100%,15,16,17,,16
