Recipe Key,recipe_wearable_jewellery_hat_poor_15
Recipe Name,Opaline Flower Band
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,24
XPMultiplier,4.11
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1512,1644,1776,35,99
1,4%,1467,1595,1722,36,98
2,4%,1422,1545,1669,37,97
3,4%,1376,1496,1616,38,96
4,4%,1331,1447,1562,39,95
5,4%,1286,1397,1509,40,94
6,4%,1240,1348,1456,41,93
7,4%,1195,1299,1403,42,92
8,4%,1149,1249,1349,43,91
9,4%,1104,1200,1296,44,90
10,4%,1059,1151,1243,45,89
11,4%,1013,1101,1190,46,88
12,4%,968,1052,1136,47,87
13,4%,923,1003,1083,48,86
14,5%,877,954,1030,49,97
15,9%,832,904,977,50,130
16,16%,786,855,923,50,179
17,26%,741,806,870,50,245
18,39%,696,756,817,50,325
19,54%,650,707,763,50,404
20,68%,605,658,710,50,464
21,80%,560,608,657,50,495
22,88%,514,559,604,50,497
23,93%,469,510,550,50,477
24,100%,36,39,42,,39
25,100%,33,36,39,,36
26,100%,30,33,36,,33
27,100%,28,30,32,,30
28,100%,25,27,29,,27
29,100%,22,24,26,,24
30,100%,19,21,23,,21
31,100%,17,18,19,,18
32,100%,14,15,16,,15
33,100%,11,12,13,,12
34+,100%,8,9,10,,9
