Recipe Key,recipe_wearable_jewellery_bracelet_poor_19
Recipe Name,Slender Silver Bracelet
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,30
XPMultiplier,2.77
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,810,881,951,20,54
1,4%,790,859,927,20,54
2,4%,770,837,903,20,53
3,4%,749,814,880,20,52
4,4%,729,792,856,20,51
5,4%,708,770,832,21,51
6,4%,688,748,808,22,51
7,4%,668,726,784,23,51
8,4%,647,704,760,24,51
9,4%,627,681,736,25,51
10,4%,607,659,712,26,51
11,4%,586,637,688,27,51
12,4%,566,615,664,28,51
13,4%,545,593,640,29,52
14,4%,525,571,616,30,52
15,4%,505,548,592,31,52
16,4%,484,526,568,32,52
17,4%,464,504,544,33,52
18,4%,443,482,521,34,52
19,4%,423,460,497,35,52
20,5%,403,438,473,36,58
21,9%,382,416,449,37,73
22,16%,362,393,425,38,95
23,26%,341,371,401,39,125
24,39%,321,349,377,40,160
25,54%,301,327,353,41,195
26,68%,280,305,329,42,221
27,80%,260,283,305,43,234
28,88%,240,260,281,44,234
29,93%,219,238,257,45,225
30,100%,39,42,45,,42
31,100%,35,38,41,,38
32,100%,31,34,37,,34
33,100%,28,30,32,,30
34,100%,24,26,28,,26
35,100%,20,22,24,,22
36,100%,17,18,19,,18
37,100%,13,14,15,,14
38,100%,9,10,11,,10
39,100%,6,6,6,,6
40+,100%,2,2,2,,2
