Recipe Key,recipe_wearable_jewellery_hat_common_4
Recipe Name,Onyx Diadem
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,15
XPMultiplier,3.11
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,572,622,672,20,44
1,4%,549,597,645,20,43
2,4%,526,572,618,20,42
3,4%,504,547,591,20,41
4,4%,481,522,564,20,40
5,5%,458,498,537,20,46
6,9%,435,473,511,20,63
7,16%,412,448,484,20,88
8,26%,389,423,457,21,125
9,39%,366,398,430,22,169
10,54%,343,373,403,23,212
11,68%,320,348,376,24,245
12,80%,298,323,349,25,263
13,88%,275,299,322,26,265
14,93%,252,274,296,27,256
15,100%,25,27,29,,27
16,100%,21,23,25,,23
17,100%,17,19,21,,19
18,100%,14,15,16,,15
19,100%,10,11,12,,11
20,100%,6,7,8,,7
21,100%,3,3,3,,3
22,100%,0,0,0,,0
23,100%,0,0,0,,0
24,100%,0,0,0,,0
25+,100%,0,0,0,,0
