Recipe Key,recipe_wearable_jewellery_bracelet_common_19
Recipe Name,Silver Cuff
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,32
XPMultiplier,2.77
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,851,925,999,20,56
1,4%,831,903,975,20,55
2,4%,810,881,951,20,54
3,4%,790,859,927,20,54
4,4%,770,837,903,20,53
5,4%,749,814,880,21,53
6,4%,729,792,856,22,53
7,4%,708,770,832,23,53
8,4%,688,748,808,24,53
9,4%,668,726,784,25,53
10,4%,647,704,760,26,53
11,4%,627,681,736,27,53
12,4%,607,659,712,28,53
13,4%,586,637,688,29,53
14,4%,566,615,664,30,53
15,4%,545,593,640,31,53
16,4%,525,571,616,32,54
17,4%,505,548,592,33,54
18,4%,484,526,568,34,54
19,4%,464,504,544,35,54
20,4%,443,482,521,36,54
21,4%,423,460,497,37,54
22,5%,403,438,473,38,59
23,9%,382,416,449,39,74
24,16%,362,393,425,40,96
25,26%,341,371,401,41,126
26,39%,321,349,377,42,162
27,54%,301,327,353,43,196
28,68%,280,305,329,44,222
29,80%,260,283,305,45,234
30,88%,240,260,281,46,234
31,93%,219,238,257,47,225
32,100%,40,44,48,,44
33,100%,37,40,43,,40
34,100%,33,36,39,,36
35,100%,29,32,35,,32
36,100%,26,28,30,,28
37,100%,22,24,26,,24
38,100%,18,20,22,,20
39,100%,15,16,17,,16
40,100%,11,12,13,,12
41,100%,7,8,9,,8
42+,100%,4,4,4,,4
