Recipe Key,recipe_wearable_jewellery_bracelet_poor_9
Recipe Name,Small Silver Bracelet
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,16
XPMultiplier,2.46
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,471,512,553,20,40
1,4%,453,492,531,20,39
2,4%,435,472,510,20,38
3,4%,416,453,489,20,37
4,4%,398,433,468,20,37
5,4%,380,413,446,20,36
6,5%,362,394,425,20,40
7,9%,344,374,404,20,53
8,16%,326,354,383,21,74
9,26%,308,335,361,22,103
10,39%,290,315,340,23,137
11,54%,272,295,319,24,170
12,68%,253,276,298,25,196
13,80%,235,256,276,26,209
14,88%,217,236,255,27,211
15,93%,199,216,234,28,203
16,100%,26,28,30,,28
17,100%,22,24,26,,24
18,100%,18,20,22,,20
19,100%,15,16,17,,16
20,100%,11,12,13,,12
21,100%,7,8,9,,8
22,100%,4,4,4,,4
23,100%,0,0,0,,0
24,100%,0,0,0,,0
25,100%,0,0,0,,0
26+,100%,0,0,0,,0
