Recipe Key,recipe_wearable_jewellery_ring_common_15
Recipe Name,Bronze Amber Ring
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,27
XPMultiplier,2.46
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,665,723,781,20,48
1,4%,647,704,760,20,47
2,4%,629,684,739,20,47
3,4%,611,664,717,20,46
4,4%,593,645,696,20,45
5,4%,575,625,675,21,45
6,4%,557,605,654,22,45
7,4%,539,585,632,23,45
8,4%,521,566,611,24,46
9,4%,502,546,590,25,46
10,4%,484,526,569,26,46
11,4%,466,507,547,27,46
12,4%,448,487,526,28,46
13,4%,430,467,505,29,47
14,4%,412,448,484,30,47
15,4%,394,428,462,31,47
16,4%,376,408,441,32,47
17,5%,358,389,420,33,52
18,9%,339,369,399,34,65
19,16%,321,349,377,35,85
20,26%,303,330,356,36,112
21,39%,285,310,335,37,143
22,54%,267,290,314,38,174
23,68%,249,271,292,39,197
24,80%,231,251,271,40,208
25,88%,213,231,250,41,208
26,93%,195,212,228,42,200
27,100%,36,39,42,,39
28,100%,32,35,38,,35
29,100%,29,31,33,,31
30,100%,25,27,29,,27
31,100%,21,23,25,,23
32,100%,17,19,21,,19
33,100%,14,15,16,,15
34,100%,10,11,12,,11
35,100%,6,7,8,,7
36,100%,3,3,3,,3
37+,100%,0,0,0,,0
