Recipe Key,recipe_rough-cut_deer
Recipe Name,recipe_rough-cut_deer
Skill,skill_charcuterie
UnlockAtSkillLevel,4
SkillDifficulty,8
XPMultiplier,1.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
4,68%,177,192,207,35,142
5,80%,163,178,192,36,149
6,88%,150,163,176,37,148
7,93%,137,149,161,38,141
8,100%,21,23,25,,23
9,100%,18,20,22,,20
10,100%,16,17,18,,17
11,100%,13,14,15,,14
12,100%,10,11,12,,11
13,100%,7,8,9,,8
14,100%,5,5,5,,5
15,100%,2,2,2,,2
16,100%,0,0,0,,0
17,100%,0,0,0,,0
18+,100%,0,0,0,,0
