Recipe Key,recipe_activatable_foodcooked_roast_damagebuff_24
Recipe Name,recipe_activatable_foodcooked_roast_damagebuff_24
Skill,skill_charcuterie
UnlockAtSkillLevel,8
SkillDifficulty,19
XPMultiplier,2.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
8,4%,471,512,553,35,54
9,5%,448,487,526,36,60
10,9%,425,462,499,37,77
11,16%,402,437,472,38,102
12,26%,379,412,445,39,135
13,39%,355,386,417,40,175
14,54%,332,361,390,41,214
15,68%,309,336,363,42,243
16,80%,286,311,336,43,257
17,88%,263,286,308,44,256
18,93%,240,260,281,45,245
19,100%,31,34,37,,34
20,100%,29,31,33,,31
21,100%,26,28,30,,28
22,100%,23,25,27,,25
23,100%,20,22,24,,22
24,100%,17,19,21,,19
25,100%,15,16,17,,16
26,100%,12,13,14,,13
27,100%,9,10,11,,10
28,100%,6,7,8,,7
29+,100%,4,4,4,,4
