Recipe Key,recipe_quality_butchered_deer
Recipe Name,recipe_quality_butchered_deer
Skill,skill_charcuterie
UnlockAtSkillLevel,12
SkillDifficulty,25
XPMultiplier,2.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
12,4%,587,638,689,38,62
13,4%,561,610,658,39,62
14,4%,534,581,627,40,62
15,5%,508,552,596,41,68
16,9%,481,523,565,42,87
17,16%,455,494,534,43,115
18,26%,428,466,503,44,153
19,39%,402,437,472,45,198
20,54%,375,408,441,46,241
21,68%,349,379,410,47,274
22,80%,322,350,378,48,289
23,88%,296,322,347,49,288
24,93%,269,293,316,50,276
25,100%,37,40,43,,40
26,100%,34,37,40,,37
27,100%,31,34,37,,34
28,100%,29,31,33,,31
29,100%,26,28,30,,28
30,100%,23,25,27,,25
31,100%,20,22,24,,22
32,100%,17,19,21,,19
33,100%,15,16,17,,16
34,100%,12,13,14,,13
35+,100%,9,10,11,,10
