Recipe Key,recipe_activatable_drink_beer_damagebuff_49
Recipe Name,Bold Winter Stout
Skill,skill_winery_and_brewing
UnlockAtSkillLevel,26
SkillDifficulty,41
XPMultiplier,4.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
26,4%,848,921,995,20,56
27,4%,813,884,954,20,55
28,4%,778,846,914,20,53
29,4%,744,808,873,21,52
30,4%,709,771,832,22,52
31,5%,675,733,792,23,61
32,9%,640,696,751,24,87
33,16%,605,658,711,25,126
34,26%,571,620,670,26,180
35,39%,536,583,629,27,244
36,54%,502,545,589,28,307
37,68%,467,508,548,29,355
38,80%,432,470,508,30,381
39,88%,398,432,467,31,384
40,93%,363,395,426,32,369
41,100%,49,53,57,,53
42,100%,45,49,53,,49
43,100%,41,45,49,,45
44,100%,38,41,44,,41
45,100%,34,37,40,,37
46,100%,30,33,36,,33
47,100%,27,29,31,,29
48,100%,23,25,27,,25
49,100%,19,21,23,,21
50,100%,16,17,18,,17
51+,100%,12,13,14,,13
