Recipe Key,recipe_activatable_drink_mead_staminaregen_36
Recipe Name,Red Currant Mead
Skill,skill_winery_and_brewing
UnlockAtSkillLevel,24
SkillDifficulty,39
XPMultiplier,4.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
24,4%,820,891,962,20,55
25,4%,787,855,923,20,53
26,4%,753,819,885,20,52
27,4%,720,783,846,20,51
28,4%,687,747,807,20,49
29,5%,654,711,768,21,58
30,9%,621,675,729,22,83
31,16%,588,639,690,23,121
32,26%,555,603,651,24,174
33,39%,522,567,612,25,236
34,54%,489,531,573,26,298
35,68%,455,495,535,27,346
36,80%,422,459,496,28,372
37,88%,389,423,457,29,375
38,93%,356,387,418,30,362
39,100%,47,51,55,,51
40,100%,43,47,51,,47
41,100%,40,43,46,,43
42,100%,36,39,42,,39
43,100%,32,35,38,,35
44,100%,29,31,33,,31
45,100%,25,27,29,,27
46,100%,21,23,25,,23
47,100%,17,19,21,,19
48,100%,14,15,16,,15
49+,100%,10,11,12,,11
