Recipe Key,recipe_activatable_drink_cider_maxstamina_57
Recipe Name,Kerys Cider
Skill,skill_winery_and_brewing
UnlockAtSkillLevel,19
SkillDifficulty,33
XPMultiplier,3.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
19,4%,647,703,759,20,47
20,4%,620,673,727,20,46
21,4%,592,644,695,20,45
22,4%,565,614,663,20,44
23,5%,538,585,631,20,50
24,9%,511,555,599,21,71
25,16%,483,525,567,22,102
26,26%,456,496,535,23,145
27,39%,429,466,503,24,196
28,54%,402,437,472,25,247
29,68%,374,407,440,26,286
30,80%,347,377,408,27,306
31,88%,320,348,376,28,309
32,93%,293,318,344,29,298
33,100%,41,45,49,,45
34,100%,38,41,44,,41
35,100%,34,37,40,,37
36,100%,30,33,36,,33
37,100%,27,29,31,,29
38,100%,23,25,27,,25
39,100%,19,21,23,,21
40,100%,16,17,18,,17
41,100%,12,13,14,,13
42,100%,8,9,10,,9
43+,100%,5,5,5,,5
