Recipe Key,recipe_activatable_drink_wine_damagebuff_39
Recipe Name,Gallian Red
Skill,skill_winery_and_brewing
UnlockAtSkillLevel,24
SkillDifficulty,39
XPMultiplier,4.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
24,4%,747,812,877,20,52
25,4%,717,779,841,20,50
26,4%,687,746,806,20,49
27,4%,656,713,770,20,48
28,4%,626,681,735,20,46
29,5%,596,648,700,21,55
30,9%,566,615,664,22,78
31,16%,536,582,629,23,112
32,26%,505,549,593,24,160
33,39%,475,517,558,25,217
34,54%,445,484,523,26,273
35,68%,415,451,487,27,316
36,80%,385,418,452,28,339
37,88%,355,385,416,29,342
38,93%,324,353,381,30,330
39,100%,47,51,55,,51
40,100%,43,47,51,,47
41,100%,40,43,46,,43
42,100%,36,39,42,,39
43,100%,32,35,38,,35
44,100%,29,31,33,,31
45,100%,25,27,29,,27
46,100%,21,23,25,,23
47,100%,17,19,21,,19
48,100%,14,15,16,,15
49+,100%,10,11,12,,11
