Recipe Key,recipe_item_prop_shutter_square_chevron_left
Recipe Name,Chevron Shutter
Skill,skill_building
UnlockAtSkillLevel,19
SkillDifficulty,25
XPMultiplier,2.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
19,39%,313,340,367,20,145
20,54%,293,319,344,20,181
21,68%,273,297,321,20,209
22,80%,253,275,297,20,224
23,88%,233,254,274,20,225
24,93%,214,232,251,21,217
25,100%,34,37,40,,37
26,100%,30,33,36,,33
27,100%,27,29,31,,29
28,100%,23,25,27,,25
29,100%,19,21,23,,21
30,100%,16,17,18,,17
31,100%,12,13,14,,13
32,100%,8,9,10,,9
33,100%,5,5,5,,5
34,100%,1,1,1,,1
35+,100%,0,0,0,,0
