Recipe Key,recipe_building_prop_round_planter_01
Recipe Name,Round Flower Pot
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,4
XPMultiplier,0.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,68%,0,0,0,35,11
1,80%,0,0,0,36,7
2,88%,0,0,0,37,5
3,93%,0,0,0,38,3
4,100%,17,19,21,,19
5,100%,15,16,17,,16
6,100%,12,13,14,,13
7,100%,9,10,11,,10
8,100%,6,7,8,,7
9,100%,4,4,4,,4
10,100%,1,1,1,,1
11,100%,0,0,0,,0
12,100%,0,0,0,,0
13,100%,0,0,0,,0
14+,100%,0,0,0,,0
