Recipe Key,recipe_item_prop_door_wooden
Recipe Name,Rustic Wooden Door
Skill,skill_building
UnlockAtSkillLevel,14
SkillDifficulty,20
XPMultiplier,2.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
14,39%,247,269,290,20,117
15,54%,232,252,272,20,145
16,68%,216,235,254,20,167
17,80%,201,218,236,20,178
18,88%,185,202,218,20,179
19,93%,170,185,200,20,173
20,100%,29,32,35,,32
21,100%,26,28,30,,28
22,100%,22,24,26,,24
23,100%,18,20,22,,20
24,100%,15,16,17,,16
25,100%,11,12,13,,12
26,100%,7,8,9,,8
27,100%,4,4,4,,4
28,100%,0,0,0,,0
29,100%,0,0,0,,0
30+,100%,0,0,0,,0
