Recipe Key,recipe_building_prop_wooden_wall_shelve
Recipe Name,Wooden Wall Shelf
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,4
XPMultiplier,0.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,68%,0,0,0,20,6
1,80%,0,0,0,20,4
2,88%,0,0,0,20,2
3,93%,0,0,0,20,1
4,100%,15,16,17,,16
5,100%,11,12,13,,12
6,100%,7,8,9,,8
7,100%,4,4,4,,4
8,100%,0,0,0,,0
9,100%,0,0,0,,0
10,100%,0,0,0,,0
11,100%,0,0,0,,0
12,100%,0,0,0,,0
13,100%,0,0,0,,0
14+,100%,0,0,0,,0
