Recipe Key,recipe_item_prop_wicker_basket_long
Recipe Name,Wicker Basket
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,7
XPMultiplier,1.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,26%,150,163,176,20,57
1,39%,141,154,166,20,72
2,54%,132,144,156,20,87
3,68%,124,134,145,20,98
4,80%,115,125,135,20,104
5,88%,106,115,124,20,104
6,93%,97,106,114,20,100
7,100%,17,19,21,,19
8,100%,14,15,16,,15
9,100%,10,11,12,,11
10,100%,6,7,8,,7
11,100%,3,3,3,,3
12,100%,0,0,0,,0
13,100%,0,0,0,,0
14,100%,0,0,0,,0
15,100%,0,0,0,,0
16,100%,0,0,0,,0
17+,100%,0,0,0,,0
