Recipe Key,recipe_building_prop_shutter_square_right
Recipe Name,Square Shutter
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,8
XPMultiplier,0.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,16%,0,0,0,20,17
1,26%,0,0,0,20,15
2,39%,0,0,0,20,12
3,54%,0,0,0,20,9
4,68%,0,0,0,20,6
5,80%,0,0,0,20,4
6,88%,0,0,0,20,2
7,93%,0,0,0,20,1
8,100%,18,20,22,,20
9,100%,15,16,17,,16
10,100%,11,12,13,,12
11,100%,7,8,9,,8
12,100%,4,4,4,,4
13,100%,0,0,0,,0
14,100%,0,0,0,,0
15,100%,0,0,0,,0
16,100%,0,0,0,,0
17,100%,0,0,0,,0
18+,100%,0,0,0,,0
