Recipe Key,recipe_item_prop_grapevinepatch_medium
Recipe Name,Climbing Ivy
Skill,skill_building
UnlockAtSkillLevel,23
SkillDifficulty,30
XPMultiplier,3.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
23,26%,370,402,434,20,119
24,39%,348,378,408,20,160
25,54%,326,354,382,20,200
26,68%,304,330,356,20,231
27,80%,282,306,330,20,248
28,88%,259,282,305,21,250
29,93%,237,258,279,22,241
30,100%,39,42,45,,42
31,100%,35,38,41,,38
32,100%,31,34,37,,34
33,100%,28,30,32,,30
34,100%,24,26,28,,26
35,100%,20,22,24,,22
36,100%,17,18,19,,18
37,100%,13,14,15,,14
38,100%,9,10,11,,10
39,100%,6,6,6,,6
40+,100%,2,2,2,,2
