Recipe Key,recipe_building_prop_simple_brazier
Recipe Name,Brazier
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,15
XPMultiplier,0.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,0,0,0,20,19
1,4%,0,0,0,20,19
2,4%,0,0,0,20,19
3,4%,0,0,0,20,19
4,4%,0,0,0,20,19
5,5%,0,0,0,20,19
6,9%,0,0,0,20,18
7,16%,0,0,0,20,17
8,26%,0,0,0,21,16
9,39%,0,0,0,22,13
10,54%,0,0,0,23,11
11,68%,0,0,0,24,8
12,80%,0,0,0,25,5
13,88%,0,0,0,26,3
14,93%,0,0,0,27,2
15,100%,25,27,29,,27
16,100%,21,23,25,,23
17,100%,17,19,21,,19
18,100%,14,15,16,,15
19,100%,10,11,12,,11
20,100%,6,7,8,,7
21,100%,3,3,3,,3
22,100%,0,0,0,,0
23,100%,0,0,0,,0
24,100%,0,0,0,,0
25+,100%,0,0,0,,0
