Recipe Key,recipe_item_prop_ornamented_banquet_table
Recipe Name,Banquet Table
Skill,skill_building
UnlockAtSkillLevel,14
SkillDifficulty,19
XPMultiplier,2.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
14,54%,232,252,272,20,145
15,68%,216,235,254,20,167
16,80%,201,218,236,20,178
17,88%,185,202,218,20,179
18,93%,170,185,200,20,173
19,100%,29,31,33,,31
20,100%,25,27,29,,27
21,100%,21,23,25,,23
22,100%,17,19,21,,19
23,100%,14,15,16,,15
24,100%,10,11,12,,11
25,100%,6,7,8,,7
26,100%,3,3,3,,3
27,100%,0,0,0,,0
28,100%,0,0,0,,0
29+,100%,0,0,0,,0
