Recipe Key,recipe_item_prop_bear_rug
Recipe Name,Bear Rug
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,13
XPMultiplier,1.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,370,402,434,35,50
1,4%,353,384,415,36,50
2,4%,337,366,395,37,50
3,5%,320,348,376,38,55
4,9%,304,330,356,39,66
5,16%,287,312,337,40,83
6,26%,270,294,318,41,106
7,39%,254,276,298,42,133
8,54%,237,258,279,43,159
9,68%,221,240,259,44,178
10,80%,204,222,240,45,186
11,88%,188,204,220,46,185
12,93%,171,186,201,47,176
13,100%,26,28,30,,28
14,100%,23,25,27,,25
15,100%,20,22,24,,22
16,100%,17,19,21,,19
17,100%,15,16,17,,16
18,100%,12,13,14,,13
19,100%,9,10,11,,10
20,100%,6,7,8,,7
21,100%,4,4,4,,4
22,100%,1,1,1,,1
23+,100%,0,0,0,,0
