Recipe Key,recipe_item_prop_door_simple_wooden
Recipe Name,Simple Wooden Door
Skill,skill_building
UnlockAtSkillLevel,5
SkillDifficulty,9
XPMultiplier,1.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
5,68%,144,157,169,20,113
6,80%,134,146,157,20,120
7,88%,124,134,145,20,120
8,93%,113,123,133,20,116
9,100%,19,21,23,,21
10,100%,16,17,18,,17
11,100%,12,13,14,,13
12,100%,8,9,10,,9
13,100%,5,5,5,,5
14,100%,1,1,1,,1
15,100%,0,0,0,,0
16,100%,0,0,0,,0
17,100%,0,0,0,,0
18,100%,0,0,0,,0
19+,100%,0,0,0,,0
