Recipe Key,recipe_item_prop_reinforced_chest_03
Recipe Name,Steel Reinforced Chest
Skill,skill_building
UnlockAtSkillLevel,22
SkillDifficulty,28
XPMultiplier,3.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
22,39%,536,582,629,38,250
23,54%,500,544,588,39,311
24,68%,465,506,546,40,358
25,80%,430,467,505,41,381
26,88%,394,429,463,42,382
27,93%,359,390,422,43,366
28,100%,40,43,46,,43
29,100%,37,40,43,,40
30,100%,34,37,40,,37
31,100%,31,34,37,,34
32,100%,29,31,33,,31
33,100%,26,28,30,,28
34,100%,23,25,27,,25
35,100%,20,22,24,,22
36,100%,17,19,21,,19
37,100%,15,16,17,,16
38+,100%,12,13,14,,13
