Recipe Key,recipe_crafter_beehive_1
Recipe Name,recipe_crafter_beehive_1
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,11
XPMultiplier,1.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,359,390,422,35,49
1,5%,342,371,401,36,54
2,9%,324,352,380,37,67
3,16%,306,333,359,38,85
4,26%,289,314,339,39,110
5,39%,271,294,318,40,139
6,54%,253,275,297,41,167
7,68%,236,256,276,42,188
8,80%,218,237,256,43,198
9,88%,200,218,235,44,196
10,93%,183,198,214,45,188
11,100%,24,26,28,,26
12,100%,21,23,25,,23
13,100%,18,20,22,,20
14,100%,16,17,18,,17
15,100%,13,14,15,,14
16,100%,10,11,12,,11
17,100%,7,8,9,,8
18,100%,5,5,5,,5
19,100%,2,2,2,,2
20,100%,0,0,0,,0
21+,100%,0,0,0,,0
