Recipe Key,recipe_item_prop_ornamented_table
Recipe Name,recipe_item_prop_ornamented_table
Skill,skill_building
UnlockAtSkillLevel,9
SkillDifficulty,14
XPMultiplier,1.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
9,54%,253,275,297,35,165
10,68%,236,256,276,36,186
11,80%,218,237,256,37,196
12,88%,200,218,235,38,196
13,93%,183,198,214,39,187
14,100%,27,29,31,,29
15,100%,24,26,28,,26
16,100%,21,23,25,,23
17,100%,18,20,22,,20
18,100%,16,17,18,,17
19,100%,13,14,15,,14
20,100%,10,11,12,,11
21,100%,7,8,9,,8
22,100%,5,5,5,,5
23,100%,2,2,2,,2
24+,100%,0,0,0,,0
