Recipe Key,recipe_item_prop_medium_window_planter_wood
Recipe Name,recipe_item_prop_medium_window_planter_wood
Skill,skill_building
UnlockAtSkillLevel,0
SkillDifficulty,16
XPMultiplier,1.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,503,547,591,35,55
1,4%,484,526,568,36,56
2,4%,464,504,544,37,56
3,4%,444,482,521,38,56
4,4%,424,461,498,39,56
5,4%,404,439,474,40,56
6,5%,384,418,451,41,61
7,9%,364,396,428,42,75
8,16%,344,374,404,43,96
9,26%,325,353,381,44,124
10,39%,305,331,358,45,157
11,54%,285,310,334,46,188
12,68%,265,288,311,47,211
13,80%,245,266,288,48,222
14,88%,225,245,264,49,221
15,93%,205,223,241,50,211
16,100%,29,31,33,,31
17,100%,26,28,30,,28
18,100%,23,25,27,,25
19,100%,20,22,24,,22
20,100%,17,19,21,,19
21,100%,15,16,17,,16
22,100%,12,13,14,,13
23,100%,9,10,11,,10
24,100%,6,7,8,,7
25,100%,4,4,4,,4
26+,100%,1,1,1,,1
