Recipe Key,recipe_wieldable_sword_2h_0_t2_rare
Recipe Name,Warded Iron Greatsword
Skill,skill_weapon_smithing
UnlockAtSkillLevel,0
SkillDifficulty,19
XPMultiplier,5.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1752,1904,2056,35,110
1,4%,1690,1837,1984,36,108
2,4%,1628,1770,1911,37,106
3,4%,1566,1702,1839,38,105
4,4%,1504,1635,1766,39,103
5,4%,1443,1568,1693,40,101
6,4%,1381,1501,1621,41,99
7,4%,1319,1434,1548,42,98
8,4%,1257,1366,1476,43,96
9,5%,1195,1299,1403,44,111
10,9%,1133,1232,1331,45,157
11,16%,1072,1165,1258,46,225
12,26%,1010,1098,1185,47,318
13,39%,948,1030,1113,48,431
14,54%,886,963,1040,49,542
15,68%,824,896,968,50,627
16,80%,762,829,895,50,671
17,88%,701,762,823,50,675
18,93%,639,694,750,50,649
19,100%,31,34,37,,34
20,100%,29,31,33,,31
21,100%,26,28,30,,28
22,100%,23,25,27,,25
23,100%,20,22,24,,22
24,100%,17,19,21,,19
25,100%,15,16,17,,16
26,100%,12,13,14,,13
27,100%,9,10,11,,10
28,100%,6,7,8,,7
29+,100%,4,4,4,,4
