Recipe Key,recipe_wieldable_axe_2h_0_t2_uncommon
Recipe Name,recipe_wieldable_axe_2h_0_t2_uncommon
Skill,skill_weapon_smithing
UnlockAtSkillLevel,10
SkillDifficulty,23
XPMultiplier,3.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
10,4%,789,858,926,35,68
11,4%,754,819,885,36,67
12,4%,718,781,843,37,67
13,5%,683,742,802,38,76
14,9%,648,704,760,39,101
15,16%,612,666,719,40,140
16,26%,577,627,677,41,192
17,39%,542,589,636,42,255
18,54%,506,550,594,43,317
19,68%,471,512,553,44,363
20,80%,436,474,511,45,387
21,88%,400,435,470,46,388
22,93%,365,397,429,47,372
23,100%,35,38,41,,38
24,100%,32,35,38,,35
25,100%,29,32,35,,32
26,100%,27,29,31,,29
27,100%,24,26,28,,26
28,100%,21,23,25,,23
29,100%,18,20,22,,20
30,100%,16,17,18,,17
31,100%,13,14,15,,14
32,100%,10,11,12,,11
33+,100%,7,8,9,,8
