Recipe Key,recipe_wieldable_bow_2h_0_t4_rare
Recipe Name,Warded Curved Bow
Skill,skill_fletching
UnlockAtSkillLevel,0
SkillDifficulty,39
XPMultiplier,12.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,6807,7398,7990,38,332
1,4%,6665,7245,7824,39,327
2,4%,6524,7091,7658,40,322
3,4%,6383,6938,7493,41,317
4,4%,6241,6784,7327,42,312
5,4%,6100,6630,7161,43,306
6,4%,5959,6477,6995,44,301
7,4%,5817,6323,6829,45,296
8,4%,5676,6170,6663,46,291
9,4%,5535,6016,6497,47,286
10,4%,5393,5862,6331,48,281
11,4%,5252,5709,6166,49,275
12,4%,5111,5555,6000,50,270
13,4%,4969,5402,5834,50,264
14,4%,4828,5248,5668,50,258
15,4%,4687,5094,5502,50,252
16,4%,4546,4941,5336,50,246
17,4%,4404,4787,5170,50,239
18,4%,4263,4634,5004,50,233
19,4%,4122,4480,4838,50,227
20,4%,3980,4326,4673,50,221
21,4%,3839,4173,4507,50,215
22,4%,3698,4019,4341,50,209
23,4%,3556,3866,4175,50,203
24,4%,3415,3712,4009,50,196
25,4%,3274,3558,3843,50,190
26,4%,3132,3405,3677,50,184
27,4%,2991,3251,3511,50,178
28,4%,2850,3098,3345,50,172
29,5%,2708,2944,3180,50,205
30,9%,2567,2790,3014,50,307
31,16%,2426,2637,2848,50,463
32,26%,2285,2483,2682,50,679
33,39%,2143,2330,2516,50,938
34,54%,2002,2176,2350,50,1197
35,68%,1861,2022,2184,50,1395
36,80%,1719,1869,2018,50,1500
37,88%,1578,1715,1852,50,1512
38,93%,1437,1562,1687,50,1455
39,100%,50,54,58,,54
40,100%,47,51,55,,51
41,100%,44,48,52,,48
42,100%,41,45,49,,45
43,100%,39,42,45,,42
44,100%,36,39,42,,39
45,100%,33,36,39,,36
46,100%,30,33,36,,33
47,100%,28,30,32,,30
48,100%,25,27,29,,27
49+,100%,22,24,26,,24
