Recipe Key,recipe_wieldable_bow_2h_0_t2_uncommon
Recipe Name,Attuned Longbow
Skill,skill_fletching
UnlockAtSkillLevel,7
SkillDifficulty,16
XPMultiplier,2.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,9%,322,350,378,20,51
8,16%,305,331,358,20,70
9,26%,288,313,338,20,96
10,39%,271,294,318,20,127
11,54%,254,276,298,20,158
12,68%,237,258,278,20,182
13,80%,220,239,258,20,195
14,88%,203,221,238,20,196
15,93%,186,202,219,21,190
16,100%,26,28,30,,28
17,100%,22,24,26,,24
18,100%,18,20,22,,20
19,100%,15,16,17,,16
20,100%,11,12,13,,12
21,100%,7,8,9,,8
22,100%,4,4,4,,4
23,100%,0,0,0,,0
24,100%,0,0,0,,0
25,100%,0,0,0,,0
26+,100%,0,0,0,,0
