Recipe Key,recipe_wearable_leather_chest_trickster_r_t4_uncommon
Recipe Name,Trickster's Doublet of the Whiplash IV
Skill,skill_leatherworking
UnlockAtSkillLevel,20
SkillDifficulty,35
XPMultiplier,5.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,1038,1129,1219,20,64
21,4%,996,1083,1170,20,63
22,4%,954,1037,1120,20,61
23,4%,912,992,1071,20,59
24,4%,871,946,1022,20,57
25,5%,829,901,973,21,68
26,9%,787,855,923,22,100
27,16%,745,809,874,23,149
28,26%,703,764,825,24,215
29,39%,661,718,776,25,295
30,54%,619,673,726,26,375
31,68%,577,627,677,27,436
32,80%,535,581,628,28,469
33,88%,493,536,579,29,474
34,93%,451,490,529,30,458
35,100%,43,47,51,,47
36,100%,40,43,46,,43
37,100%,36,39,42,,39
38,100%,32,35,38,,35
39,100%,29,31,33,,31
40,100%,25,27,29,,27
41,100%,21,23,25,,23
42,100%,17,19,21,,19
43,100%,14,15,16,,15
44,100%,10,11,12,,11
45+,100%,6,7,8,,7
