Recipe Key,recipe_wearable_leather_legs_templar_lgm_t3_rare
Recipe Name,Vanguard's Breeches of Holy Strikes III
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,29
XPMultiplier,9.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,2567,2790,3013,20,131
1,4%,2501,2718,2935,20,128
2,4%,2434,2646,2858,20,125
3,4%,2368,2574,2780,20,122
4,4%,2302,2502,2702,20,119
5,4%,2236,2430,2624,21,117
6,4%,2169,2358,2547,22,115
7,4%,2103,2286,2469,23,114
8,4%,2037,2214,2391,24,112
9,4%,1971,2142,2313,25,110
10,4%,1904,2070,2236,26,108
11,4%,1838,1998,2158,27,106
12,4%,1772,1926,2080,28,104
13,4%,1706,1854,2002,29,102
14,4%,1639,1782,1925,30,100
15,4%,1573,1710,1847,31,98
16,4%,1507,1638,1769,32,96
17,4%,1441,1566,1691,33,94
18,4%,1374,1494,1614,34,92
19,5%,1308,1422,1536,35,109
20,9%,1242,1350,1458,36,159
21,16%,1176,1278,1380,37,235
22,26%,1110,1206,1302,38,340
23,39%,1043,1134,1225,39,466
24,54%,977,1062,1147,40,591
25,68%,911,990,1069,41,688
26,80%,845,918,991,42,740
27,88%,778,846,914,43,748
28,93%,712,774,836,44,723
29,100%,38,41,44,,41
30,100%,34,37,40,,37
31,100%,30,33,36,,33
32,100%,27,29,31,,29
33,100%,23,25,27,,25
34,100%,19,21,23,,21
35,100%,16,17,18,,17
36,100%,12,13,14,,13
37,100%,8,9,10,,9
38,100%,5,5,5,,5
39+,100%,1,1,1,,1
