Recipe Key,recipe_wearable_leather_feet_pilgrim_boj2_t3_uncommon
Recipe Name,Pilgrim's Marchers III
Skill,skill_leatherworking
UnlockAtSkillLevel,13
SkillDifficulty,27
XPMultiplier,4.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,699,760,821,20,50
14,4%,670,728,786,20,48
15,4%,640,696,752,20,47
16,4%,611,664,717,20,46
17,5%,581,632,683,20,53
18,9%,552,600,648,21,75
19,16%,523,568,613,22,109
20,26%,493,536,579,23,156
21,39%,464,504,544,24,211
22,54%,434,472,510,25,266
23,68%,405,440,475,26,308
24,80%,375,408,441,27,331
25,88%,346,376,406,28,334
26,93%,316,344,372,29,322
27,100%,36,39,42,,39
28,100%,32,35,38,,35
29,100%,29,31,33,,31
30,100%,25,27,29,,27
31,100%,21,23,25,,23
32,100%,17,19,21,,19
33,100%,14,15,16,,15
34,100%,10,11,12,,11
35,100%,6,7,8,,7
36,100%,3,3,3,,3
37+,100%,0,0,0,,0
