Recipe Key,recipe_wearable_leather_chest_pilgrim_bol2_t2_uncommon
Recipe Name,Pilgrim's Jerkin II
Skill,skill_leatherworking
UnlockAtSkillLevel,6
SkillDifficulty,14
XPMultiplier,2.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
6,16%,291,317,342,20,67
7,26%,275,299,323,20,92
8,39%,259,282,304,20,122
9,54%,243,264,285,20,152
10,68%,227,246,266,20,174
11,80%,210,229,247,20,186
12,88%,194,211,228,20,188
13,93%,178,194,209,20,181
14,100%,24,26,28,,26
15,100%,20,22,24,,22
16,100%,17,18,19,,18
17,100%,13,14,15,,14
18,100%,9,10,11,,10
19,100%,6,6,6,,6
20,100%,2,2,2,,2
21,100%,0,0,0,,0
22,100%,0,0,0,,0
23,100%,0,0,0,,0
24+,100%,0,0,0,,0
