Recipe Key,recipe_item_material_animal_glue_bone
Recipe Name,Glue
Skill,skill_leatherworking
UnlockAtSkillLevel,6
SkillDifficulty,12
XPMultiplier,1.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
6,39%,153,166,180,20,77
7,54%,144,156,168,20,93
8,68%,134,146,157,20,106
9,80%,124,135,146,20,112
10,88%,115,125,135,20,112
11,93%,105,114,124,20,108
12,100%,22,24,26,,24
13,100%,18,20,22,,20
14,100%,15,16,17,,16
15,100%,11,12,13,,12
16,100%,7,8,9,,8
17,100%,4,4,4,,4
18,100%,0,0,0,,0
19,100%,0,0,0,,0
20,100%,0,0,0,,0
21,100%,0,0,0,,0
22+,100%,0,0,0,,0
