Recipe Key,recipe_item_material_leather_bands
Recipe Name,Leather Band
Skill,skill_leatherworking
UnlockAtSkillLevel,19
SkillDifficulty,33
XPMultiplier,3.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
19,4%,559,608,657,20,44
20,4%,536,582,629,20,42
21,4%,512,557,601,20,41
22,4%,489,531,574,20,40
23,5%,465,506,546,20,46
24,9%,442,480,518,21,64
25,16%,418,454,491,22,91
26,26%,394,429,463,23,128
27,39%,371,403,435,24,172
28,54%,347,378,408,25,215
29,68%,324,352,380,26,248
30,80%,300,326,353,27,266
31,88%,277,301,325,28,268
32,93%,253,275,297,29,258
33,100%,41,45,49,,45
34,100%,38,41,44,,41
35,100%,34,37,40,,37
36,100%,30,33,36,,33
37,100%,27,29,31,,29
38,100%,23,25,27,,25
39,100%,19,21,23,,21
40,100%,16,17,18,,17
41,100%,12,13,14,,13
42,100%,8,9,10,,9
43+,100%,5,5,5,,5
