Recipe Key,recipe_wearable_feet_leather_rp_shoes_04_plain
Recipe Name,Oakshade Shoes
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,5
XPMultiplier,1.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,54%,121,132,143,20,80
1,68%,113,123,133,20,90
2,80%,105,114,124,20,95
3,88%,97,106,114,20,95
4,93%,89,97,105,20,91
5,100%,16,17,18,,17
6,100%,12,13,14,,13
7,100%,8,9,10,,9
8,100%,5,5,5,,5
9,100%,1,1,1,,1
10,100%,0,0,0,,0
11,100%,0,0,0,,0
12,100%,0,0,0,,0
13,100%,0,0,0,,0
14,100%,0,0,0,,0
15+,100%,0,0,0,,0
