Recipe Key,recipe_wearable_leather_legs_hunter_tn_t3_rare
Recipe Name,Hunter's Trousers of Binding Roots III
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,29
XPMultiplier,9.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,3792,4122,4452,38,201
1,4%,3693,4014,4335,39,198
2,4%,3594,3906,4218,40,195
3,4%,3494,3798,4102,41,191
4,4%,3395,3690,3985,42,188
5,4%,3295,3582,3869,43,185
6,4%,3196,3474,3752,44,181
7,4%,3097,3366,3635,45,178
8,4%,2997,3258,3519,46,174
9,4%,2898,3150,3402,47,171
10,4%,2799,3042,3285,48,168
11,4%,2699,2934,3169,49,164
12,4%,2600,2826,3052,50,161
13,4%,2501,2718,2935,50,157
14,4%,2401,2610,2819,50,152
15,4%,2302,2502,2702,50,148
16,4%,2202,2394,2586,50,144
17,4%,2103,2286,2469,50,139
18,4%,2004,2178,2352,50,135
19,5%,1904,2070,2236,50,158
20,9%,1805,1962,2119,50,230
21,16%,1706,1854,2002,50,338
22,26%,1606,1746,1886,50,488
23,39%,1507,1638,1769,50,669
24,54%,1408,1530,1652,50,848
25,68%,1308,1422,1536,50,986
26,80%,1209,1314,1419,50,1058
27,88%,1110,1206,1302,50,1065
28,93%,1010,1098,1186,50,1024
29,100%,40,44,48,,44
30,100%,38,41,44,,41
31,100%,35,38,41,,38
32,100%,32,35,38,,35
33,100%,29,32,35,,32
34,100%,27,29,31,,29
35,100%,24,26,28,,26
36,100%,21,23,25,,23
37,100%,18,20,22,,20
38,100%,16,17,18,,17
39+,100%,13,14,15,,14
