Recipe Key,recipe_item_material_animal_glue_fine
Recipe Name,Fine Glue
Skill,skill_leatherworking
UnlockAtSkillLevel,20
SkillDifficulty,35
XPMultiplier,3.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,4%,674,733,791,20,49
21,4%,647,703,759,20,47
22,4%,620,673,727,20,46
23,4%,592,644,695,20,45
24,4%,565,614,663,20,44
25,5%,538,585,631,21,51
26,9%,511,555,599,22,72
27,16%,483,525,567,23,103
28,26%,456,496,535,24,146
29,39%,429,466,503,25,197
30,54%,402,437,472,26,247
31,68%,374,407,440,27,286
32,80%,347,377,408,28,307
33,88%,320,348,376,29,309
34,93%,293,318,344,30,298
35,100%,43,47,51,,47
36,100%,40,43,46,,43
37,100%,36,39,42,,39
38,100%,32,35,38,,35
39,100%,29,31,33,,31
40,100%,25,27,29,,27
41,100%,21,23,25,,23
42,100%,17,19,21,,19
43,100%,14,15,16,,15
44,100%,10,11,12,,11
45+,100%,6,7,8,,7
