Recipe Key,recipe_item_material_leather_strap_rough
Recipe Name,Rough Leather Straps
Skill,skill_leatherworking
UnlockAtSkillLevel,4
SkillDifficulty,9
XPMultiplier,1.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
4,54%,144,156,168,20,93
5,68%,134,146,157,20,106
6,80%,124,135,146,20,112
7,88%,115,125,135,20,112
8,93%,105,114,124,20,108
9,100%,19,21,23,,21
10,100%,16,17,18,,17
11,100%,12,13,14,,13
12,100%,8,9,10,,9
13,100%,5,5,5,,5
14,100%,1,1,1,,1
15,100%,0,0,0,,0
16,100%,0,0,0,,0
17,100%,0,0,0,,0
18,100%,0,0,0,,0
19+,100%,0,0,0,,0
