Recipe Key,recipe_wearable_leather_legs_pilgrim_bob_t3_common
Recipe Name,Pilgrim's Pants III
Skill,skill_leatherworking
UnlockAtSkillLevel,9
SkillDifficulty,22
XPMultiplier,2.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
9,4%,616,670,724,35,60
10,4%,589,640,691,36,60
11,4%,561,610,659,37,60
12,5%,534,580,626,38,67
13,9%,506,550,594,39,87
14,16%,478,520,562,40,117
15,26%,451,490,529,41,157
16,39%,423,460,497,42,205
17,54%,396,430,464,43,252
18,68%,368,400,432,44,287
19,80%,340,370,400,45,304
20,88%,313,340,367,46,304
21,93%,285,310,335,47,292
22,100%,34,37,40,,37
23,100%,31,34,37,,34
24,100%,29,31,33,,31
25,100%,26,28,30,,28
26,100%,23,25,27,,25
27,100%,20,22,24,,22
28,100%,17,19,21,,19
29,100%,15,16,17,,16
30,100%,12,13,14,,13
31,100%,9,10,11,,10
32+,100%,6,7,8,,7
