Recipe Key,recipe_wearable_leather_chest_trickster_r_t4_common
Recipe Name,Trickster's Doublet of the Whiplash IV
Skill,skill_leatherworking
UnlockAtSkillLevel,18
SkillDifficulty,32
XPMultiplier,3.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
18,4%,682,741,800,20,49
19,4%,653,710,767,20,48
20,4%,624,679,733,20,46
21,4%,596,647,699,20,45
22,5%,567,616,665,20,52
23,9%,538,585,632,21,74
24,16%,509,554,598,22,107
25,26%,481,523,564,23,152
26,39%,452,491,531,24,206
27,54%,423,460,497,25,260
28,68%,395,429,463,26,301
29,80%,366,398,430,27,323
30,88%,337,367,396,28,325
31,93%,309,335,362,29,314
32,100%,40,44,48,,44
33,100%,37,40,43,,40
34,100%,33,36,39,,36
35,100%,29,32,35,,32
36,100%,26,28,30,,28
37,100%,22,24,26,,24
38,100%,18,20,22,,20
39,100%,15,16,17,,16
40,100%,11,12,13,,12
41,100%,7,8,9,,8
42+,100%,4,4,4,,4
