Recipe Key,recipe_wearable_leather_legs_hunter_tn_t2_rare
Recipe Name,Hunter's Trousers of Binding Roots II
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,19
XPMultiplier,5.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1238,1346,1453,20,73
1,4%,1195,1299,1403,20,71
2,4%,1153,1253,1353,20,69
3,4%,1110,1206,1303,20,67
4,4%,1067,1160,1253,20,66
5,4%,1025,1114,1203,20,64
6,4%,982,1067,1153,20,62
7,4%,939,1021,1102,20,60
8,4%,896,974,1052,21,59
9,5%,854,928,1002,22,71
10,9%,811,882,952,23,104
11,16%,768,835,902,24,154
12,26%,726,789,852,25,222
13,39%,683,742,802,26,305
14,54%,640,696,752,27,388
15,68%,598,650,702,28,452
16,80%,555,603,651,29,487
17,88%,512,557,601,30,493
18,93%,470,510,551,31,477
19,100%,29,31,33,,31
20,100%,25,27,29,,27
21,100%,21,23,25,,23
22,100%,17,19,21,,19
23,100%,14,15,16,,15
24,100%,10,11,12,,11
25,100%,6,7,8,,7
26,100%,3,3,3,,3
27,100%,0,0,0,,0
28,100%,0,0,0,,0
29+,100%,0,0,0,,0
