Recipe Key,recipe_wearable_leather_chest_pilgrim_bol2_t2_rare
Recipe Name,Pilgrim's Jerkin II
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,17
XPMultiplier,5.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1033,1123,1213,20,64
1,4%,995,1082,1168,20,62
2,4%,957,1040,1123,20,61
3,4%,919,998,1078,20,59
4,4%,880,957,1033,20,57
5,4%,842,915,988,20,56
6,4%,804,874,943,20,54
7,5%,765,832,899,20,63
8,9%,727,790,854,21,93
9,16%,689,749,809,22,138
10,26%,651,707,764,23,200
11,39%,612,666,719,24,274
12,54%,574,624,674,25,348
13,68%,536,582,629,26,406
14,80%,498,541,584,27,437
15,88%,459,499,539,28,442
16,93%,421,458,494,29,427
17,100%,27,29,31,,29
18,100%,23,25,27,,25
19,100%,19,21,23,,21
20,100%,16,17,18,,17
21,100%,12,13,14,,13
22,100%,8,9,10,,9
23,100%,5,5,5,,5
24,100%,1,1,1,,1
25,100%,0,0,0,,0
26,100%,0,0,0,,0
27+,100%,0,0,0,,0
