Recipe Key,recipe_wearable_leather_head_hunter_moe_t1_common
Recipe Name,Hunter's Hood of the Marked Prey
Skill,skill_leatherworking
UnlockAtSkillLevel,4
SkillDifficulty,8
XPMultiplier,1.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
4,68%,134,146,157,20,106
5,80%,124,135,146,20,112
6,88%,115,125,135,20,112
7,93%,105,114,124,20,108
8,100%,18,20,22,,20
9,100%,15,16,17,,16
10,100%,11,12,13,,12
11,100%,7,8,9,,8
12,100%,4,4,4,,4
13,100%,0,0,0,,0
14,100%,0,0,0,,0
15,100%,0,0,0,,0
16,100%,0,0,0,,0
17,100%,0,0,0,,0
18+,100%,0,0,0,,0
