Recipe Key,recipe_item_unlock_crafter_bread_oven_2
Recipe Name,Baking Tools
Skill,skill_baking
UnlockAtSkillLevel,15
SkillDifficulty,29
XPMultiplier,3.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
15,4%,818,890,961,38,72
16,4%,783,851,919,39,71
17,4%,748,813,878,40,71
18,4%,712,774,836,41,70
19,5%,677,736,795,42,79
20,9%,642,698,753,43,104
21,16%,606,659,712,44,142
22,26%,571,621,670,45,194
23,39%,536,582,629,46,255
24,54%,500,544,588,47,315
25,68%,465,506,546,48,360
26,80%,430,467,505,49,382
27,88%,394,429,463,50,383
28,93%,359,390,422,50,366
29,100%,40,44,48,,44
30,100%,38,41,44,,41
31,100%,35,38,41,,38
32,100%,32,35,38,,35
33,100%,29,32,35,,32
34,100%,27,29,31,,29
35,100%,24,26,28,,26
36,100%,21,23,25,,23
37,100%,18,20,22,,20
38,100%,16,17,18,,17
39+,100%,13,14,15,,14
