Recipe Key,recipe_wearable_jewellery_hat_poor_6
Recipe Name,Onyx Headband
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,11
XPMultiplier,3.11
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,698,759,820,35,64
1,5%,664,722,779,36,73
2,9%,629,684,739,37,98
3,16%,595,647,699,38,135
4,26%,561,610,658,39,186
5,39%,526,572,618,40,247
6,54%,492,535,578,41,307
7,68%,458,498,537,42,353
8,80%,423,460,497,43,376
9,88%,389,423,457,44,377
10,93%,355,386,416,45,362
11,100%,24,26,28,,26
12,100%,21,23,25,,23
13,100%,18,20,22,,20
14,100%,16,17,18,,17
15,100%,13,14,15,,14
16,100%,10,11,12,,11
17,100%,7,8,9,,8
18,100%,5,5,5,,5
19,100%,2,2,2,,2
20,100%,0,0,0,,0
21+,100%,0,0,0,,0
