Recipe Key,recipe_wearable_jewellery_earring_common_3
Recipe Name,Slender Bronze Earring
Skill,skill_jewelerycrafting
UnlockAtSkillLevel,0
SkillDifficulty,14
XPMultiplier,1.23
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,317,344,372,35,47
1,4%,303,330,356,36,48
2,4%,290,315,340,37,48
3,4%,276,300,324,38,48
4,5%,263,285,308,39,52
5,9%,249,271,292,40,62
6,16%,235,256,276,41,75
7,26%,222,241,260,42,93
8,39%,208,226,244,43,114
9,54%,195,212,228,44,134
10,68%,181,197,213,45,149
11,80%,167,182,197,46,154
12,88%,154,167,181,47,153
13,93%,140,153,165,48,145
14,100%,27,29,31,,29
15,100%,24,26,28,,26
16,100%,21,23,25,,23
17,100%,18,20,22,,20
18,100%,16,17,18,,17
19,100%,13,14,15,,14
20,100%,10,11,12,,11
21,100%,7,8,9,,8
22,100%,5,5,5,,5
23,100%,2,2,2,,2
24+,100%,0,0,0,,0
