Recipe Key,recipe_wearable_leather_feet_pilgrim_boj2_t2_rare
Recipe Name,recipe_wearable_leather_feet_pilgrim_boj2_t2_rare
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,20
XPMultiplier,6.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1975,2147,2319,35,119
1,4%,1908,2074,2240,36,118
2,4%,1841,2001,2161,37,116
3,4%,1773,1928,2082,38,114
4,4%,1706,1854,2003,39,112
5,4%,1639,1781,1924,40,110
6,4%,1571,1708,1845,41,108
7,4%,1504,1635,1766,42,106
8,4%,1437,1562,1687,43,104
9,4%,1369,1488,1607,44,102
10,5%,1302,1415,1528,45,118
11,9%,1235,1342,1449,46,168
12,16%,1167,1269,1370,47,242
13,26%,1100,1196,1291,48,345
14,39%,1033,1122,1212,49,467
15,54%,965,1049,1133,50,589
16,68%,898,976,1054,50,682
17,80%,831,903,975,50,730
18,88%,763,830,896,50,735
19,93%,696,756,817,50,707
20,100%,32,35,38,,35
21,100%,29,32,35,,32
22,100%,27,29,31,,29
23,100%,24,26,28,,26
24,100%,21,23,25,,23
25,100%,18,20,22,,20
26,100%,16,17,18,,17
27,100%,13,14,15,,14
28,100%,10,11,12,,11
29,100%,7,8,9,,8
30+,100%,5,5,5,,5
