Recipe Key,recipe_wearable_leather_chest_pilgrim_bol2_t3_rare
Recipe Name,recipe_wearable_leather_chest_pilgrim_bol2_t3_rare
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,27
XPMultiplier,8.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,3314,3602,3890,38,181
1,4%,3222,3503,3783,39,178
2,4%,3131,3403,3675,40,175
3,4%,3039,3303,3568,41,171
4,4%,2947,3204,3460,42,168
5,4%,2856,3104,3353,43,165
6,4%,2764,3005,3245,44,162
7,4%,2673,2905,3137,45,159
8,4%,2581,2805,3030,46,156
9,4%,2489,2706,2922,47,153
10,4%,2398,2606,2815,48,150
11,4%,2306,2507,2707,49,147
12,4%,2214,2407,2600,50,144
13,4%,2123,2307,2492,50,140
14,4%,2031,2208,2384,50,136
15,4%,1940,2108,2277,50,132
16,4%,1848,2009,2169,50,128
17,5%,1756,1909,2062,50,150
18,9%,1665,1809,1954,50,215
19,16%,1573,1710,1847,50,315
20,26%,1481,1610,1739,50,453
21,39%,1390,1511,1631,50,619
22,54%,1298,1411,1524,50,784
23,68%,1206,1311,1416,50,910
24,80%,1115,1212,1309,50,976
25,88%,1023,1112,1201,50,983
26,93%,932,1013,1094,50,945
27,100%,39,42,45,,42
28,100%,36,39,42,,39
29,100%,33,36,39,,36
30,100%,30,33,36,,33
31,100%,28,30,32,,30
32,100%,25,27,29,,27
33,100%,22,24,26,,24
34,100%,19,21,23,,21
35,100%,17,18,19,,18
36,100%,14,15,16,,15
37+,100%,11,12,13,,12
