Recipe Key,recipe_item_material_leather_reinforced_plate_rough
Recipe Name,Rough Leather Plate
Skill,skill_leatherworking
UnlockAtSkillLevel,12
SkillDifficulty,25
XPMultiplier,2.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
12,4%,612,665,718,38,63
13,4%,584,635,686,39,63
14,4%,557,605,653,40,63
15,5%,529,575,621,41,70
16,9%,501,545,589,42,89
17,16%,474,515,556,43,118
18,26%,446,485,524,44,158
19,39%,419,455,491,45,205
20,54%,391,425,459,46,250
21,68%,363,395,427,47,284
22,80%,336,365,394,48,301
23,88%,308,335,362,49,300
24,93%,281,305,329,50,287
25,100%,37,40,43,,40
26,100%,34,37,40,,37
27,100%,31,34,37,,34
28,100%,29,31,33,,31
29,100%,26,28,30,,28
30,100%,23,25,27,,25
31,100%,20,22,24,,22
32,100%,17,19,21,,19
33,100%,15,16,17,,16
34,100%,12,13,14,,13
35+,100%,9,10,11,,10
