Recipe Key,recipe_wearable_leather_chest_pilgrim_bol2_t3_uncommon
Recipe Name,recipe_wearable_leather_chest_pilgrim_bol2_t3_uncommon
Skill,skill_leatherworking
UnlockAtSkillLevel,11
SkillDifficulty,24
XPMultiplier,3.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
11,4%,888,965,1042,35,72
12,4%,848,922,995,36,71
13,4%,808,878,949,37,71
14,5%,768,835,902,38,81
15,9%,729,792,855,39,110
16,16%,689,749,809,40,153
17,26%,649,706,762,41,213
18,39%,609,662,715,42,284
19,54%,570,619,669,43,354
20,68%,530,576,622,44,407
21,80%,490,533,575,45,434
22,88%,450,490,529,46,436
23,93%,411,446,482,47,418
24,100%,36,39,42,,39
25,100%,33,36,39,,36
26,100%,30,33,36,,33
27,100%,28,30,32,,30
28,100%,25,27,29,,27
29,100%,22,24,26,,24
30,100%,19,21,23,,21
31,100%,17,18,19,,18
32,100%,14,15,16,,15
33,100%,11,12,13,,12
34+,100%,8,9,10,,9
