Recipe Key,recipe_item_material_leather_pads
Recipe Name,recipe_item_material_leather_pads
Skill,skill_leatherworking
UnlockAtSkillLevel,9
SkillDifficulty,22
XPMultiplier,2.2
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
9,4%,542,590,637,35,57
10,4%,518,563,608,36,57
11,4%,494,537,580,37,57
12,5%,470,510,551,38,63
13,9%,445,484,523,39,81
14,16%,421,458,494,40,107
15,26%,397,431,466,41,142
16,39%,372,405,437,42,183
17,54%,348,378,409,43,224
18,68%,324,352,380,44,254
19,80%,300,326,352,45,269
20,88%,275,299,323,46,268
21,93%,251,273,295,47,257
22,100%,34,37,40,,37
23,100%,31,34,37,,34
24,100%,29,31,33,,31
25,100%,26,28,30,,28
26,100%,23,25,27,,25
27,100%,20,22,24,,22
28,100%,17,19,21,,19
29,100%,15,16,17,,16
30,100%,12,13,14,,13
31,100%,9,10,11,,10
32+,100%,6,7,8,,7
